,mean of diseased pixels in red plane,mean of diseased pixels in green plane,mean of diseased pixels in blue plane,mean of background pixels in red plane,mean of background pixels in green plane,mean of background pixels in blue plane,mean of boundary region pixels of disease in red plane,mean of boundary region pixels of disease in green plane,mean of boundary region pixels of disease in blue plane,mean of core region pixels of disease in red plane,mean of core region pixels of disease in green plane,mean of core region pixels of disease in blue plane,standard deviation of diseased pixels in red plane,standard deviation of diseased pixels in green plane,standard deviation of diseased pixels in blue plane,standard deviation of background pixels in red plane,standard deviation of background pixels in green plane,standard deviation of background pixels in blue plane,standard deviation of boundary region pixels of disease in red plane,standard deviation of boundary region pixels of disease in green plane,standard deviation of boundary region pixels of disease in blue plane,standard deviation of core region pixels of disease in red plane,standard deviation of core region pixels of disease in green plane,standard deviation of core region pixels of disease in blue plane,hight,width,perimeter,area,label
30,197.38572692871094,191.14105224609375,163.30738830566406,254.97276306152344,255.0,197.69737243652344,5.2333831787109375,5.0077056884765625,4.0155029296875,21.723892211914062,23.34881591796875,7.1435089111328125,61.6317523974391,51.85375808045745,83.37498944582046,2.635275594829858,0.0,106.43579709387261,36.15417556902763,35.38202699534218,31.74632235853444,42.23514324197353,44.32916765290232,16.94901722388385,"[1.8600837059941, 1.8600837059941, 1.8600837059941, 1.8600837059941, 105.25510097549568, 105.25510097549568, 105.25510097549568, 105.25510097549568]","[3081.0, 3081.0, 3081.0, 3081.0, 1542.1541085170063, 1542.1541085170063, 1542.1541085170063, 1542.1541085170063]","[6165.720167411988, 6165.720167411988, 6165.720167411988, 6165.720167411988, 3294.818418985004, 3294.818418985004, 3294.818418985004, 3294.818418985004]","[5730.917898167822, 5730.917898167822, 5730.917898167822, 5730.917898167822, 162319.58641173303, 162319.58641173303, 162319.58641173303, 162319.58641173303]",Bacterial leaf blight
31,182.12974548339844,175.8701629638672,138.09024047851562,254.88327026367188,254.9494171142578,171.26197814941406,8.1866455078125,7.2644805908203125,5.7547760009765625,12.566513061523438,12.120147705078125,3.8227996826171875,65.06335059048014,55.32408625460998,90.81642181836065,5.454581279285207,3.591110863775693,119.75449581727696,44.95078909008829,42.42251610176811,37.87281919038517,34.87531590900477,32.29760445063484,14.876177148592594,"[0.7699011934763231, 0.7699011934763231, 0.7699011934763231, 0.7699011934763231]","[3081.0000000000005, 3081.0000000000005, 3081.0000000000005, 3081.0000000000005]","[6163.539802386954, 6163.539802386954, 6163.539802386954, 6163.539802386954]","[2372.0655771005518, 2372.0655771005518, 2372.0655771005518, 2372.0655771005518]",Bacterial leaf blight
32,189.71832275390625,185.17120361328125,139.7640380859375,255.0,254.99610900878906,175.71327209472656,6.108856201171875,5.595245361328125,6.373443603515625,10.750106811523438,10.194854736328125,6.6048431396484375,55.49215893564774,47.87541897271536,88.40093044679946,0.0,0.9960861503788008,118.0327513613059,38.9928225089212,37.35613465664252,39.807126692707804,35.061710233011866,32.70904442651593,23.842963368742108,"[388.6264895873143, 388.6264895873143, 388.6264895873143, 388.6264895873143, 8.751428408733286, 8.751428408733286, 8.751428408733286, 8.751428408733286, 8.751428408733286, 8.751428408733286, 8.751428408733286, 8.751428408733286, 0.0, 0.0, 0.0, 0.0, 403.42091639566246, 403.42091639566246, 403.42091639566246, 403.42091639566246, 8.751428408733286, 8.751428408733286, 8.751428408733286, 8.751428408733286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 105.38115288329163, 105.38115288329163, 105.38115288329163, 105.38115288329163, 333.58902309233196, 333.58902309233196, 333.58902309233196, 333.58902309233196, 210.03428180959887, 210.03428180959887, 210.03428180959887, 210.03428180959887, 115.10706911576212, 115.10706911576212, 115.10706911576212, 115.10706911576212, 303.7892962692839, 303.7892962692839, 303.7892962692839, 303.7892962692839, 178.49481691176513, 178.49481691176513, 178.49481691176513, 178.49481691176513, 360.8306370423843, 360.8306370423843, 360.8306370423843, 360.8306370423843]","[3081.0, 3081.0, 3081.0, 3081.0, 29022.904732537205, 29022.904732537205, 29022.904732537205, 29022.904732537205, 29844.12752376351, 29844.12752376351, 29844.12752376351, 29844.12752376351, 22840.497172877844, 22840.497172877844, 22840.497172877844, 22840.497172877844, 13169.853031083228, 13169.853031083228, 13169.853031083228, 13169.853031083228, 3413.3375623813004, 3413.3375623813004, 3413.3375623813004, 3413.3375623813004, 4858.516882890254, 4858.516882890254, 4858.516882890254, 4858.516882890254, 4095.8180896220265, 4095.8180896220265, 4095.8180896220265, 4095.8180896220265, 2546.906244675117, 2546.906244675117, 2546.906244675117, 2546.906244675117, 12309.738792565864, 12309.738792565864, 12309.738792565864, 12309.738792565864, 700.114272698663, 700.114272698663, 700.114272698663, 700.114272698663, 613.1623223415969, 613.1623223415969, 613.1623223415969, 613.1623223415969, 4852.057413045564, 4852.057413045564, 4852.057413045564, 4852.057413045564, 3237.460801243101, 3237.460801243101, 3237.460801243101, 3237.460801243101, 2215.9612131691715, 2215.9612131691715, 2215.9612131691715, 2215.9612131691715]","[6939.252979174628, 6939.252979174628, 6939.252979174628, 6939.252979174628, 58063.31232189188, 58063.31232189188, 58063.31232189188, 58063.31232189188, 59705.757904344486, 59705.757904344486, 59705.757904344486, 59705.757904344486, 45680.99434575569, 45680.99434575569, 45680.99434575569, 45680.99434575569, 27146.54789495778, 27146.54789495778, 27146.54789495778, 27146.54789495778, 6844.177981580067, 6844.177981580067, 6844.177981580067, 6844.177981580067, 9717.033765780508, 9717.033765780508, 9717.033765780508, 9717.033765780508, 8191.636179244053, 8191.636179244053, 8191.636179244053, 8191.636179244053, 5304.574795116817, 5304.574795116817, 5304.574795116817, 5304.574795116817, 25286.655631316393, 25286.655631316393, 25286.655631316393, 25286.655631316393, 1820.2971090165236, 1820.2971090165236, 1820.2971090165236, 1820.2971090165236, 1456.538782914718, 1456.538782914718, 1456.538782914718, 1456.538782914718, 10311.693418629697, 10311.693418629697, 10311.693418629697, 10311.693418629697, 6831.911236309732, 6831.911236309732, 6831.911236309732, 6831.911236309732, 5153.583700423112, 5153.583700423112, 5153.583700423112, 5153.583700423112]","[1197358.2144185153, 1197358.2144185153, 1197358.2144185153, 1197358.2144185153, 253991.8729802858, 253991.8729802858, 253991.8729802858, 253991.8729802858, 261178.74544532294, 261178.74544532294, 261178.74544532294, 261178.74544532294, 0.0, 0.0, 0.0, 0.0, 5312994.178595789, 5312994.178595789, 5312994.178595789, 5312994.178595789, 29871.579312020138, 29871.579312020138, 29871.579312020138, 29871.579312020138, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 268395.91634951864, 268395.91634951864, 268395.91634951864, 268395.91634951864, 4106393.7383338287, 4106393.7383338287, 4106393.7383338287, 4106393.7383338287, 147047.99845091332, 147047.99845091332, 147047.99845091332, 147047.99845091332, 70579.3178169554, 70579.3178169554, 70579.3178169554, 70579.3178169554, 1474003.106967274, 1474003.106967274, 1474003.106967274, 1474003.106967274, 577869.9729769037, 577869.9729769037, 577869.9729769037, 577869.9729769037, 799586.6962090469, 799586.6962090469, 799586.6962090469, 799586.6962090469]",Bacterial leaf blight
33,200.40350341796875,187.8904571533203,139.03024291992188,255.0,255.0,166.18812561035156,7.6146697998046875,2.8598785400390625,6.7819976806640625,39.527099609375,35.976348876953125,12.093658447265625,46.44489456478791,44.490675490094965,88.51134164484284,0.0,0.0,121.48859591236398,43.402276470136194,26.85312127940037,41.0294274396902,63.62760969357723,57.071266373782095,21.940621134799322,[],[],[],[],Bacterial leaf blight
34,190.4763641357422,182.01339721679688,140.616455078125,255.0,254.9494171142578,173.44093322753906,7.758636474609375,6.5641021728515625,6.793670654296875,26.393325805664062,24.778961181640625,8.673858642578125,58.14528000494738,50.694689181297974,89.17484786327047,0.0,3.591110863775693,118.93561558331801,43.79789790709426,40.38265242330565,41.063755988543576,52.74040015358628,48.073682821014906,22.553372655616368,"[0.0, 0.0, 0.0, 0.0, 25.740077856023817, 25.740077856023817, 25.740077856023817, 25.740077856023817, 0.0, 0.0, 0.0, 0.0]","[3081.0, 3081.0, 3081.0, 3081.0, 2577.365430034891, 2577.365430034891, 2577.365430034891, 2577.365430034891, 144.4072970325118, 144.4072970325118, 144.4072970325118, 144.4072970325118]","[6162.0, 6162.0, 6162.0, 6162.0, 5206.211015781829, 5206.211015781829, 5206.211015781829, 5206.211015781829, 288.8145940650236, 288.8145940650236, 288.8145940650236, 288.8145940650236]","[0.0, 0.0, 0.0, 0.0, 66341.5868325224, 66341.5868325224, 66341.5868325224, 66341.5868325224, 0.0, 0.0, 0.0, 0.0]",Bacterial leaf blight
35,202.58238220214844,193.7569122314453,160.67811584472656,255.0,255.0,200.92689514160156,8.32672119140625,7.805328369140625,7.7080535888671875,14.400543212890625,13.23187255859375,6.2559661865234375,51.71109938257366,46.24891758142011,81.55179685125113,0.0,0.0,104.23406866214256,45.32085191177654,43.925341013824216,43.659358390066664,42.604620794977464,38.39831798060454,20.5496512083061,"[30.25669782463211, 30.25669782463211, 30.25669782463211, 30.25669782463211, 14.046319336664823, 14.046319336664823, 14.046319336664823, 14.046319336664823]","[3081.0, 3081.0, 3081.0, 3081.0, 1527.715298979946, 1527.715298979946, 1527.715298979946, 1527.715298979946]","[6222.513395649265, 6222.513395649265, 6222.513395649265, 6222.513395649265, 3083.5232366332216, 3083.5232366332216, 3083.5232366332216, 3083.5232366332216]","[93220.88599769153, 93220.88599769153, 93220.88599769153, 93220.88599769153, 21458.7769449807, 21458.7769449807, 21458.7769449807, 21458.7769449807]",Bacterial leaf blight
36,217.6270751953125,218.874755859375,203.0330810546875,250.54092407226562,254.14398193359375,232.05093383789062,12.988128662109375,11.513442993164062,9.517364501953125,35.87779235839844,37.09346008300781,22.130142211914062,65.78926332271192,61.219927944886656,84.81212076980475,33.424257709677946,14.749638639762665,72.9750110217533,56.06497411659425,52.946846872122585,48.33578095919222,59.42066580649413,58.80292773541832,36.882571102945874,"[1.665777052643347, 1.665777052643347, 1.665777052643347, 1.665777052643347, 1.665777052643347, 1.665777052643347, 1.665777052643347, 1.665777052643347, 23.557644997381026, 23.557644997381026, 23.557644997381026, 23.557644997381026, 35.336467496071535, 35.336467496071535, 35.336467496071535, 35.336467496071535, 91.874815489786, 91.874815489786, 91.874815489786, 91.874815489786, 96.5863444892622, 96.5863444892622, 96.5863444892622, 96.5863444892622, 24.84745328152721, 24.84745328152721, 24.84745328152721, 24.84745328152721, 17.824592846779318, 17.824592846779318, 17.824592846779318, 17.824592846779318, 1.1778822498690513, 1.1778822498690513, 1.1778822498690513, 1.1778822498690513, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 47.13001122305278, 47.13001122305278, 47.13001122305278, 47.13001122305278, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.575112215679667, 8.575112215679667, 8.575112215679667, 8.575112215679667]","[3081.0, 3081.0, 3081.0, 3081.0, 3028.35381909438, 3028.35381909438, 3028.35381909438, 3028.35381909438, 2242.6878037506735, 2242.6878037506735, 2242.6878037506735, 2242.6878037506735, 6647.969087831588, 6647.969087831588, 6647.969087831588, 6647.969087831588, 7255.754659193356, 7255.754659193356, 7255.754659193356, 7255.754659193356, 14.134586998428615, 14.134586998428615, 14.134586998428615, 14.134586998428615, 2431.231425502296, 2431.231425502296, 2431.231425502296, 2431.231425502296, 153.2379085372483, 153.2379085372483, 153.2379085372483, 153.2379085372483, 151.14115779420925, 151.14115779420925, 151.14115779420925, 151.14115779420925, 688.0284369578808, 688.0284369578808, 688.0284369578808, 688.0284369578808, 372.33005106772305, 372.33005106772305, 372.33005106772305, 372.33005106772305, 2514.9650715925613, 2514.9650715925613, 2514.9650715925613, 2514.9650715925613, 4943.631720817241, 4943.631720817241, 4943.631720817241, 4943.631720817241, 360.4627614517381, 360.4627614517381, 360.4627614517381, 360.4627614517381, 197.9157658806288, 197.9157658806288, 197.9157658806288, 197.9157658806288]","[6165.331554105287, 6165.331554105287, 6165.331554105287, 6165.331554105287, 6060.039192294047, 6060.039192294047, 6060.039192294047, 6060.039192294047, 4532.490897496109, 4532.490897496109, 4532.490897496109, 4532.490897496109, 13366.611110655318, 13366.611110655318, 13366.611110655318, 13366.611110655318, 14695.258949366284, 14695.258949366284, 14695.258949366284, 14695.258949366284, 221.44186297538164, 221.44186297538164, 221.44186297538164, 221.44186297538164, 4912.1577575676465, 4912.1577575676465, 4912.1577575676465, 4912.1577575676465, 342.12500276805525, 342.12500276805525, 342.12500276805525, 342.12500276805525, 304.6380800881566, 304.6380800881566, 304.6380800881566, 304.6380800881566, 1376.0568739157616, 1376.0568739157616, 1376.0568739157616, 1376.0568739157616, 744.6601021354461, 744.6601021354461, 744.6601021354461, 744.6601021354461, 5124.190165631228, 5124.190165631228, 5124.190165631228, 5124.190165631228, 9887.263441634483, 9887.263441634483, 9887.263441634483, 9887.263441634483, 720.9255229034762, 720.9255229034762, 720.9255229034762, 720.9255229034762, 412.98175619261696, 412.98175619261696, 412.98175619261696, 412.98175619261696]","[5132.259099194152, 5132.259099194152, 5132.259099194152, 5132.259099194152, 5044.56229913226, 5044.56229913226, 5044.56229913226, 5044.56229913226, 52832.443120714495, 52832.443120714495, 52832.443120714495, 52832.443120714495, 234915.74358704922, 234915.74358704922, 234915.74358704922, 234915.74358704922, 666621.1205525447, 666621.1205525447, 666621.1205525447, 666621.1205525447, 1365.2080890436728, 1365.2080890436728, 1365.2080890436728, 1365.2080890436728, 60409.909261749104, 60409.909261749104, 60409.909261749104, 60409.909261749104, 2731.4033283684594, 2731.4033283684594, 2731.4033283684594, 2731.4033283684594, 178.0264869904565, 178.0264869904565, 178.0264869904565, 178.0264869904565, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 118530.33204974316, 118530.33204974316, 118530.33204974316, 118530.33204974316, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1697.1499016785772, 1697.1499016785772, 1697.1499016785772, 1697.1499016785772]",Bacterial leaf blight
37,232.5800323486328,234.55613708496094,226.3924560546875,245.21026611328125,254.6459197998047,237.3504638671875,8.84033203125,9.038772583007812,8.844223022460938,24.835403442382812,26.545303344726562,18.805007934570312,58.30433893436381,48.24523830682142,66.717917747466,48.995339079758516,9.495529382906165,64.72345469892451,46.649042836332725,47.15069033280063,46.65893901340354,58.16008442901887,55.36577003926298,43.8926269589896,"[2065.846168766854, 2065.846168766854, 2065.846168766854, 2065.846168766854, 1138.6921308423057, 1138.6921308423057, 1138.6921308423057, 1138.6921308423057, 525.5502142349103, 525.5502142349103, 525.5502142349103, 525.5502142349103, 1579.081871045878, 1579.081871045878, 1579.081871045878, 1579.081871045878, 2564.208751273007, 2564.208751273007, 2564.208751273007, 2564.208751273007, 2629.2105275887498, 2629.2105275887498, 2629.2105275887498, 2629.2105275887498, 0.0, 0.0, 0.0, 0.0, 43.79585118624252, 43.79585118624252, 43.79585118624252, 43.79585118624252, 1011.1057401384674, 1011.1057401384674, 1011.1057401384674, 1011.1057401384674, 1579.081871045878, 1579.081871045878, 1579.081871045878, 1579.081871045878, 614.7040641496668, 614.7040641496668, 614.7040641496668, 614.7040641496668, 2760.5286190908364, 2760.5286190908364, 2760.5286190908364, 2760.5286190908364, 0.0, 0.0, 0.0, 0.0, 1142.0560735649983, 1142.0560735649983, 1142.0560735649983, 1142.0560735649983, 1404.2018107804415, 1404.2018107804415, 1404.2018107804415, 1404.2018107804415, 2454.131305521437, 2454.131305521437, 2454.131305521437, 2454.131305521437, 1360.4939914560587, 1360.4939914560587, 1360.4939914560587, 1360.4939914560587, 1229.4081282993336, 1229.4081282993336, 1229.4081282993336, 1229.4081282993336, 0.0, 0.0, 0.0, 0.0, 1316.7920220517972, 1316.7920220517972, 1316.7920220517972, 1316.7920220517972, 1927.017452194671, 1927.017452194671, 1927.017452194671, 1927.017452194671, 3592.327829948963, 3592.327829948963, 3592.327829948963, 3592.327829948963, 0.0, 0.0, 0.0, 0.0]","[3081.0, 3081.0, 3081.0, 3081.0, 8233.620023013595, 8233.620023013595, 8233.620023013595, 8233.620023013595, 6832.152785053834, 6832.152785053834, 6832.152785053834, 6832.152785053834, 38897.02825658244, 38897.02825658244, 38897.02825658244, 38897.02825658244, 24576.926828145613, 24576.926828145613, 24576.926828145613, 24576.926828145613, 95626.75428123298, 95626.75428123298, 95626.75428123298, 95626.75428123298, 9736.872662819931, 9736.872662819931, 9736.872662819931, 9736.872662819931, 10868.520885968666, 10868.520885968666, 10868.520885968666, 10868.520885968666, 2287.8878884020846, 2287.8878884020846, 2287.8878884020846, 2287.8878884020846, 10883.95193164847, 10883.95193164847, 10883.95193164847, 10883.95193164847, 2848.077572958328, 2848.077572958328, 2848.077572958328, 2848.077572958328, 13753.64062738936, 13753.64062738936, 13753.64062738936, 13753.64062738936, 86045.19511949609, 86045.19511949609, 86045.19511949609, 86045.19511949609, 3945.517650756463, 3945.517650756463, 3945.517650756463, 3945.517650756463, 4212.605432341325, 4212.605432341325, 4212.605432341325, 4212.605432341325, 6396.593595704814, 6396.593595704814, 6396.593595704814, 6396.593595704814, 11914.484029644977, 11914.484029644977, 11914.484029644977, 11914.484029644977, 11307.81398875502, 11307.81398875502, 11307.81398875502, 11307.81398875502, 15505.958067707217, 15505.958067707217, 15505.958067707217, 15505.958067707217, 17182.268399927438, 17182.268399927438, 17182.268399927438, 17182.268399927438, 24087.71815243339, 24087.71815243339, 24087.71815243339, 24087.71815243339, 149389.1570408145, 149389.1570408145, 149389.1570408145, 149389.1570408145, 5791.65980102058, 5791.65980102058, 5791.65980102058, 5791.65980102058]","[10293.692337533708, 10293.692337533708, 10293.692337533708, 10293.692337533708, 18744.6243077118, 18744.6243077118, 18744.6243077118, 18744.6243077118, 14715.40599857749, 14715.40599857749, 14715.40599857749, 14715.40599857749, 80952.22025525663, 80952.22025525663, 80952.22025525663, 80952.22025525663, 54282.27115883724, 54282.27115883724, 54282.27115883724, 54282.27115883724, 196511.92961764344, 196511.92961764344, 196511.92961764344, 196511.92961764344, 19473.745325639862, 19473.745325639862, 19473.745325639862, 19473.745325639862, 21824.633474309816, 21824.633474309816, 21824.633474309816, 21824.633474309816, 6597.987257081104, 6597.987257081104, 6597.987257081104, 6597.987257081104, 24926.067605388693, 24926.067605388693, 24926.067605388693, 24926.067605388693, 6925.56327421599, 6925.56327421599, 6925.56327421599, 6925.56327421599, 33028.33849296039, 33028.33849296039, 33028.33849296039, 33028.33849296039, 172090.39023899217, 172090.39023899217, 172090.39023899217, 172090.39023899217, 10175.147448642922, 10175.147448642922, 10175.147448642922, 10175.147448642922, 11233.614486243532, 11233.614486243532, 11233.614486243532, 11233.614486243532, 17701.449802452502, 17701.449802452502, 17701.449802452502, 17701.449802452502, 26549.95604220207, 26549.95604220207, 26549.95604220207, 26549.95604220207, 25074.44423410871, 25074.44423410871, 25074.44423410871, 25074.44423410871, 31011.916135414434, 31011.916135414434, 31011.916135414434, 31011.916135414434, 36998.12084395847, 36998.12084395847, 36998.12084395847, 36998.12084395847, 52029.471209256124, 52029.471209256124, 52029.471209256124, 52029.471209256124, 305962.96974152693, 305962.96974152693, 305962.96974152693, 305962.96974152693, 11583.31960204116, 11583.31960204116, 11583.31960204116, 11583.31960204116]","[6364872.045970677, 6364872.045970677, 6364872.045970677, 6364872.045970677, 9375558.328551224, 9375558.328551224, 9375558.328551224, 9375558.328551224, 3590639.3598706815, 3590639.3598706815, 3590639.3598706815, 3590639.3598706815, 61421592.15752858, 61421592.15752858, 61421592.15752858, 61421592.15752858, 63020370.85212732, 63020370.85212732, 63020370.85212732, 63020370.85212732, 251422869.0753603, 251422869.0753603, 251422869.0753603, 251422869.0753603, 0.0, 0.0, 0.0, 0.0, 475996.12333645247, 475996.12333645247, 475996.12333645247, 475996.12333645247, 2313296.576756625, 2313296.576756625, 2313296.576756625, 2313296.576756625, 17186651.180600863, 17186651.180600863, 17186651.180600863, 17186651.180600863, 1750724.8591110033, 1750724.8591110033, 1750724.8591110033, 1750724.8591110033, 37967318.56859878, 37967318.56859878, 37967318.56859878, 37967318.56859878, 0.0, 0.0, 0.0, 0.0, 4506002.396404322, 4506002.396404322, 4506002.396404322, 4506002.396404322, 5915348.176197213, 5915348.176197213, 5915348.176197213, 5915348.176197213, 15698080.591917118, 15698080.591917118, 15698080.591917118, 15698080.591917118, 16209583.93363116, 16209583.93363116, 16209583.93363116, 16209583.93363116, 13901918.431072332, 13901918.431072332, 13901918.431072332, 13901918.431072332, 0.0, 0.0, 0.0, 0.0, 22625473.94977715, 22625473.94977715, 22625473.94977715, 22625473.94977715, 46417453.26328552, 46417453.26328552, 46417453.26328552, 46417453.26328552, 536654826.33033395, 536654826.33033395, 536654826.33033395, 536654826.33033395, 0.0, 0.0, 0.0, 0.0]",Bacterial leaf blight
38,202.3166046142578,211.491943359375,181.9353485107422,252.19070434570312,253.9533233642578,223.84872436523438,13.439483642578125,12.548446655273438,13.32275390625,60.013671875,67.17678833007812,41.17930603027344,73.14917654337802,55.08920070183897,88.37719405037231,26.617254737715754,16.303588872835615,83.50552863848053,56.97761497534182,55.15786783074998,56.743338590950486,79.0533566220106,79.72619500642655,55.7489930442348,"[184.06684368572704, 184.06684368572704, 184.06684368572704, 184.06684368572704, 216.35007757760937, 216.35007757760937, 216.35007757760937, 216.35007757760937, 41.97369834920608, 41.97369834920608, 41.97369834920608, 41.97369834920608]","[3081.0, 3081.0, 3081.0, 3081.0, 5479.0505349700925, 5479.0505349700925, 5479.0505349700925, 5479.0505349700925, 1651.0993976974373, 1651.0993976974373, 1651.0993976974373, 1651.0993976974373]","[6530.1336873714545, 6530.1336873714545, 6530.1336873714545, 6530.1336873714545, 11390.801225095403, 11390.801225095403, 11390.801225095403, 11390.801225095403, 3386.146192093287, 3386.146192093287, 3386.146192093287, 3386.146192093287]","[567109.945395725, 567109.945395725, 567109.945395725, 567109.945395725, 1185393.0082924217, 1185393.0082924217, 1185393.0082924217, 1185393.0082924217, 69302.74806350809, 69302.74806350809, 69302.74806350809, 69302.74806350809]",Bacterial leaf blight
39,204.00375366210938,194.44992065429688,164.9491729736328,255.0,255.0,200.35491943359375,4.2995452880859375,1.9649505615234375,4.8909759521484375,1.1650238037109375,1.025787353515625,0.483489990234375,52.58996939464362,46.040163110662405,80.19188696097888,0.0,0.0,104.63465350601857,32.83135633472385,22.2980125230758,34.97538022714488,11.134662858538212,9.480759597294698,5.4345725217165235,"[20.615842669146986, 20.615842669146986, 20.615842669146986, 20.615842669146986]","[3081.0, 3081.0, 3081.0, 3081.0]","[6203.231685338294, 6203.231685338294, 6203.231685338294, 6203.231685338294]","[63517.411263641865, 63517.411263641865, 63517.411263641865, 63517.411263641865]",Bacterial leaf blight
